Order Number,Order Date,Sales Channel,Currency,Warehouse,Order Quantity,Unit Price,Line Total,Total Unit Cost,Customer Names,Product Name,name,county,state_code,state,type,latitude,longitude,population,households,median_income,Profit,Profit Margin (%)
SO - 0006385,2015-08-23,Distributor,USD,NXH382,8,3879.3,31034.4,2715.51,Omba Group,Product 18,St. Charles (Township),Kane County,IL,Illinois,Township,41.94151,-88.321,51812,18766,92472,28318.89,91.25
SO - 0006834,2015-08-23,Wholesale,USD,GUT930,8,3859.2,30873.6,2431.296,Cadila Ltd,Product 26,Bellflower,Los Angeles County,CA,California,City,33.88168,-118.11701,78441,23176,48823,28442.304,92.12
SO - 000846,2015-08-23,Wholesale,USD,GUT930,7,2887.7,20213.9,1530.481,Zooxo Ltd,Product 2,Lawrence (Township),Marion County,IN,Indiana,Township,39.8716,-86.01156,123397,48011,50411,18683.419,92.43
SO - 0004482,2015-08-23,Wholesale,USD,GUT930,5,743.7,3718.5,572.649,Bluezoom Group,Product 14,La Habra,Orange County,CA,California,City,33.93196,-117.94617,62131,18830,63037,3145.851,84.6
SO - 0004835,2015-08-23,Distributor,USD,GUT930,12,2418.7,29024.4,1378.659,Walgreen Corp,Product 3,Las Vegas,Clark County,NV,Nevada,City,36.17497,-115.13722,623747,215614,50202,27645.741,95.25
SO - 0008571,2015-08-23,Wholesale,USD,AXW291,8,3906.1,31248.8,3242.063,Kaymbo Company,Product 15,Norfolk,Norfolk city,VA,Virginia,City,36.84681,-76.28522,246393,87045,44480,28006.737,89.63
SO - 0009745,2015-08-23,Export,USD,FLR025,7,201.0,1407.0,98.49,American Corp,Product 25,La Crosse,La Crosse County,WI,Wisconsin,City,43.80136,-91.23958,52306,20689,40725,1308.51,93.0
SO - 0004159,2015-08-23,Wholesale,USD,AXW291,6,194.3,1165.8,97.15,Nexus Group,Product 9,Costa Mesa,Orange County,CA,California,City,33.64113,-117.91867,113204,40908,66459,1068.65,91.67
SO - 0009051,2015-08-23,Wholesale,USD,AXW291,6,194.3,1165.8,126.295,Liberty Group,Product 14,Arvada,Jefferson County/Adams County,CO,Colorado,City,39.83373,-105.15031,115368,44615,69938,1039.505,89.17
SO - 0007407,2015-08-23,Distributor,USD,FLR025,12,1889.4,22672.8,963.594,Wordtune Company,Product 26,Bolingbrook,Will County/DuPage County,IL,Illinois,Village,41.69112,-88.10157,74306,21830,77506,21709.206,95.75
SO - 0007161,2015-08-23,Wholesale,USD,GUT930,7,2894.4,20260.8,2402.352,Oozz Group,Product 2,Scottsdale,Maricopa County,AZ,Arizona,City,33.50921,-111.89903,236839,102424,73288,17858.448,88.14
SO - 000863,2015-08-23,Distributor,USD,AXW291,7,207.7,1453.9,91.388,Podcat Corp,Product 15,Fall Creek,Hamilton County,IN,Indiana,Township,39.96392,-85.92802,59128,18410,101609,1362.512,93.71
SO - 0001443,2015-08-23,Distributor,USD,AXW291,5,1058.6,5293.0,455.198,Aimbo Corp,Product 15,Lansing,Clinton County/Ingham County/Eaton County,MI,Michigan,City,42.71434,-84.55928,115056,48414,35563,4837.802,91.4
SO - 0002829,2015-08-23,Distributor,USD,AXW291,5,1125.6,5628.0,844.2,Vimbo Company,Product 9,Terre Haute,Vigo County,IN,Indiana,City,39.4667,-87.41391,60825,22261,31817,4783.8,85.0
SO - 0004732,2015-08-23,Wholesale,USD,AXW291,8,1340.0,10720.0,737.0,SHISEIDO Ltd,Product 20,Westminster,Jefferson County/Adams County,CO,Colorado,City,39.88219,-105.06443,113130,42239,67081,9983.0,93.12
SO - 0008031,2015-08-23,Distributor,USD,AXW291,11,1125.6,12381.6,540.288,Roomm Company,Product 8,Broken Arrow,Wagoner County/Tulsa County,OK,Oklahoma,City,36.03653,-95.781,106563,37246,67131,11841.312,95.64
SO - 0010292,2015-08-23,Wholesale,USD,GUT930,8,2479.0,19832.0,1884.04,True Ltd,Product 23,Plantation,Broward County,FL,Florida,City,26.12759,-80.2331,92560,33208,66647,17947.96,90.5
SO - 0009279,2015-08-23,Export,USD,AXW291,9,757.1,6813.9,401.263,Aibox Company,Product 25,Abington,Montgomery County,PA,Pennsylvania,Township,40.11242,-75.11564,55590,20911,77014,6412.637,94.11
SO - 0002184,2015-08-23,Export,USD,AXW291,9,1125.6,10130.4,866.712,Cadila Ltd,Product 23,Scottsdale,Maricopa County,AZ,Arizona,City,33.50921,-111.89903,236839,102424,73288,9263.688,91.44
SO - 0001407,2015-08-23,Wholesale,USD,AXW291,10,3865.9,38659.0,1816.973,Arbor Company,Product 26,Wayne,Marion County,IN,Indiana,Township,39.77186,-86.26094,142010,52540,35884,36842.027,95.3
SO - 0008215,2015-08-23,Wholesale,USD,NXH382,5,3979.8,19899.0,2467.476,Accord Group,Product 30,Alameda,Alameda County,CA,California,City,37.76521,-122.24164,78630,30708,79312,17431.524,87.6
SO - 0007164,2015-08-23,Wholesale,USD,AXW291,8,2311.5,18492.0,1386.9,Skiptube Ltd,Product 15,Boston,Suffolk County,MA,Massachusetts,City,42.35843,-71.05977,667137,256294,55777,17105.1,92.5
SO - 0005040,2015-08-23,Distributor,USD,AXW291,12,3932.9,47194.8,1887.792,Revitol Company,Product 28,North Richland Hills,Tarrant County,TX,Texas,City,32.8343,-97.2289,69204,24963,63766,45307.008,96.0
SO - 0003874,2015-08-23,Wholesale,USD,AXW291,11,5494.0,60434.0,3626.04,Eire Corp,Product 28,New Braunfels,Comal County/Guadalupe County,TX,Texas,City,29.69931,-98.11513,70543,22361,59721,56807.96,94.0
SO - 0002994,2015-08-23,Distributor,USD,AXW291,9,1132.3,10190.7,735.995,H Ltd,Product 27,Lynwood,Los Angeles County,CA,California,City,33.93029,-118.21146,71989,15132,43109,9454.705,92.78
SO - 0007374,2015-08-23,Wholesale,USD,NXH382,10,1882.7,18827.0,1110.793,The Ltd,Product 30,Paterson,Passaic County,NJ,New Jersey,City,40.91677,-74.17181,147754,43037,32915,17716.207,94.1
SO - 0010480,2015-08-23,Distributor,USD,NXH382,10,1118.9,11189.0,883.931,Aromaticos Company,Product 25,Conroe,Montgomery County,TX,Texas,City,30.31188,-95.45605,68602,22350,47680,10305.069,92.1
SO - 0008451,2015-08-23,Wholesale,USD,AXW291,9,207.7,1869.3,137.082,Tambee Company,Product 29,Lancaster,Lancaster County,PA,Pennsylvania,City,40.03788,-76.30551,59339,21356,35313,1732.218,92.67
SO - 0009689,2015-08-23,Distributor,USD,GUT930,11,3939.6,43335.6,3269.868,Terumo Corp,Product 15,Rowland Heights,Los Angeles County,CA,California,CDP,33.97612,-117.90534,51597,14617,59534,40065.732,92.45
SO - 0003403,2015-08-24,Wholesale,USD,AXW291,7,2559.4,17915.8,1356.482,Aimbo Corp,Product 8,Pleasant,Johnson County,IN,Indiana,Township,39.58265,-86.095,57212,21327,52414,16559.318,92.43
SO - 0003564,2015-08-24,Export,USD,AXW291,8,1112.2,8897.6,633.954,Epic Group,Product 3,Menifee,Riverside County,CA,California,City,33.72835,-117.14642,87174,27524,55985,8263.646,92.88
SO - 0004366,2015-08-24,Distributor,USD,AXW291,10,1929.6,19296.0,1041.984,Sanum-Kehl Group,Product 23,Provo,Utah County,UT,Utah,City,40.23384,-111.65853,115264,32506,41291,18254.016,94.6
SO - 0006310,2015-08-24,Wholesale,USD,AXW291,7,2546.0,17822.0,1196.62,Neutrogena Ltd,Product 25,Schaumburg,Cook County/DuPage County,IL,Illinois,Village,42.02901,-88.08366,74693,30011,74086,16625.38,93.29
SO - 0009714,2015-08-24,Distributor,USD,AXW291,8,2881.0,23048.0,2189.56,Eire Corp,Product 17,Castle Rock,Douglas County,CO,Colorado,Town,39.37221,-104.85609,55591,18721,88294,20858.44,90.5
SO - 0008634,2015-08-24,Wholesale,USD,FLR025,5,1165.8,5829.0,792.744,Geiss Company,Product 14,The Hammocks,Miami-Dade County,FL,Florida,CDP,25.67149,-80.4445,54833,15687,58655,5036.256,86.4
SO - 0004147,2015-08-24,Wholesale,USD,NXH382,12,1085.4,13024.8,879.174,Quimm Company,Product 14,Savannah,Chatham County,GA,Georgia,City,32.08354,-81.09983,145674,52798,36466,12145.626,93.25
SO - 0004802,2015-08-24,Wholesale,USD,FLR025,6,1065.3,6391.8,798.975,Aromaticos Company,Product 3,Los Angeles,Los Angeles County,CA,California,City,34.05223,-118.24368,3971883,1342761,50205,5592.825,87.5
SO - 0006176,2015-08-24,Wholesale,USD,AXW291,12,2452.2,29426.4,1642.974,Kare Corp,Product 5,Westland,Wayne County,MI,Michigan,City,42.3242,-83.40021,82000,33717,44641,27783.426,94.42
SO - 0006480,2015-08-24,Wholesale,USD,FLR025,8,2278.0,18224.0,1571.82,Accudial Company,Product 3,Hialeah,Miami-Dade County,FL,Florida,City,25.8576,-80.27811,237069,69219,29249,16652.18,91.38
SO - 0003198,2015-08-24,Wholesale,USD,GUT930,12,3423.7,41084.4,1540.665,Aldi Ltd,Product 13,Ankeny,Polk County,IA,Iowa,City,41.72971,-93.60577,56764,19569,75465,39543.735,96.25
SO - 0005468,2015-08-24,Distributor,USD,NXH382,7,1125.6,7879.2,495.264,Buzzbean Group,Product 19,Sunrise Manor,Clark County,NV,Nevada,CDP,36.21108,-115.07306,187647,60366,39586,7383.936,93.71
SO - 0007255,2015-08-24,Export,USD,AXW291,8,1849.2,14793.6,1553.328,Kazu Corp,Product 25,Battle Creek,Calhoun County,MI,Michigan,City,42.32115,-85.17971,51589,20629,36882,13240.272,89.5
SO - 0003056,2015-08-24,Wholesale,USD,AXW291,12,3932.9,47194.8,2045.108,Vinte Group,Product 30,Iowa City,Johnson County,IA,Iowa,City,41.66113,-91.53017,74220,28985,42375,45149.692,95.67
SO - 0010152,2015-08-24,Wholesale,USD,GUT930,11,180.9,1989.9,74.169,Janyx Group,Product 28,Pflugerville,Williamson County/Travis County,TX,Texas,City,30.455,-97.60847,57122,18606,76459,1915.731,96.27
SO - 0009888,2015-08-24,Wholesale,USD,FLR025,11,3102.1,34123.1,2047.386,Sanum-Kehl Group,Product 14,Niles (Township),Cook County,IL,Illinois,Township,42.03209,-87.75778,106229,37478,69857,32075.714,94.0
SO - 0009933,2015-08-24,Wholesale,USD,AXW291,11,3497.4,38471.4,2937.816,Kazu Corp,Product 10,Council Bluffs,Pottawattamie County,IA,Iowa,City,41.26194,-95.86083,62597,24770,45551,35533.584,92.36
SO - 0001540,2015-08-24,Wholesale,USD,AXW291,11,1098.8,12086.8,780.148,Mydo Corp,Product 16,Hammond,Lake County,IN,Indiana,City,41.58337,-87.50004,77614,28282,39576,11306.652,93.55
SO - 0002182,2015-08-24,Distributor,USD,AXW291,6,1025.1,6150.6,563.805,ALK-Abello Ltd,Product 30,Old Bridge (Township),Middlesex County,NJ,New Jersey,Township,40.40463,-74.30854,67215,24033,83750,5586.795,90.83
SO - 0002480,2015-08-24,Export,USD,AXW291,8,5922.8,47382.4,3257.54,Viva Ltd,Product 23,Levittown,Nassau County,NY,New York,CDP,40.72593,-73.51429,52485,16454,98810,44124.86,93.12
SO - 0004081,2015-08-24,Export,USD,AXW291,9,3624.7,32622.3,3080.995,Aveda Group,Product 25,Cranston,Providence County,RI,Rhode Island,City,41.77982,-71.43728,81073,30208,59701,29541.305,90.56
SO - 0008073,2015-08-24,Wholesale,USD,AXW291,11,2599.6,28595.6,1065.836,Pacific Ltd,Product 23,Orange,Orange County,CA,California,City,33.78779,-117.85311,140992,42680,78513,27529.764,96.27
SO - 0009125,2015-08-24,Distributor,USD,AXW291,10,1072.0,10720.0,428.8,SUPERVALU Ltd,Product 9,Plymouth,Plymouth County,MA,Massachusetts,Town,41.89806,-70.62417,58890,21945,76835,10291.2,96.0
SO - 0009374,2015-08-24,Export,USD,AXW291,11,2278.0,25058.0,956.76,Blogtags Ltd,Product 7,Haverhill,Essex County,MA,Massachusetts,City,42.7762,-71.07728,62765,23781,60888,24101.24,96.18
SO - 000919,2015-08-24,Export,USD,GUT930,5,261.3,1306.5,117.585,Skippad Ltd,Product 25,Carson,Los Angeles County,CA,California,City,33.83141,-118.28202,93281,25223,72421,1188.915,91.0
SO - 0005848,2015-08-24,Wholesale,USD,AXW291,5,917.9,4589.5,780.215,Buzzbean Group,Product 4,Miami,Miami-Dade County,FL,Florida,City,25.77427,-80.19366,441003,157347,31051,3809.285,83.0
SO - 0001403,2015-08-24,Distributor,USD,GUT930,10,1005.0,10050.0,452.25,GOOD Ltd,Product 14,Queens,Queens County,NY,New York,Borough,40.75,-73.86667,2339150,782664,42439,9597.75,95.5
SO - 0003106,2015-08-24,Distributor,USD,GUT930,7,1943.0,13601.0,874.35,Unit Ltd,Product 26,Decatur,Limestone County/Morgan County,AL,Alabama,City,34.57332,-86.99214,55437,22294,41496,12726.65,93.57
SO - 0003137,2015-08-24,Export,USD,GUT930,10,3993.2,39932.0,3154.628,Chatterbri Ltd,Product 10,Hempstead,Nassau County,NY,New York,Village,40.70621,-73.61874,55547,15863,55417,36777.372,92.1
SO - 0004176,2015-08-24,Distributor,USD,AXW291,7,3309.8,23168.6,2647.84,Aibox Company,Product 8,Medford,Middlesex County,MA,Massachusetts,City,42.41843,-71.10616,57403,22129,76445,20520.76,88.57
SO - 0006430,2015-08-24,Distributor,USD,NXH382,10,1112.2,11122.0,500.49,Aveda Group,Product 17,Lakewood,Ocean County,NJ,New Jersey,CDP,40.09789,-74.21764,51944,10395,37976,10621.51,95.5
SO - 0007599,2015-08-24,Wholesale,USD,NXH382,9,958.1,8622.9,603.603,Deseret Group,Product 24,Kansas City,Wyandotte County,KS,Kansas,City,39.11417,-94.62746,151306,54629,38749,8019.297,93.0
SO - 0001309,2015-08-24,Distributor,USD,FLR025,12,837.5,10050.0,586.25,The Ltd,Product 13,Boston,Suffolk County,MA,Massachusetts,City,42.35843,-71.05977,667137,256294,55777,9463.75,94.17
SO - 0006518,2015-08-25,Wholesale,USD,AXW291,6,891.1,5346.6,570.304,Eayo Company,Product 6,Richland,Benton County,WA,Washington,City,46.28569,-119.28446,54248,20792,67483,4776.296,89.33
SO - 0008229,2015-08-25,Distributor,USD,AXW291,10,227.8,2278.0,166.294,Neutrogena Ltd,Product 13,Greenwood,Johnson County,IN,Indiana,City,39.61366,-86.10665,55586,20975,54176,2111.706,92.7
SO - 0009315,2015-08-25,Wholesale,USD,FLR025,7,227.8,1594.6,175.406,Avamba Company,Product 1,The Woodlands,Harris County/Montgomery County,TX,Texas,CDP,30.17256,-95.50981,102911,38114,109917,1419.194,89.0
SO - 0009703,2015-08-25,Export,USD,NXH382,9,884.4,7959.6,353.76,Skajo Ltd,Product 5,Fort Wayne,Allen County,IN,Indiana,City,41.1306,-85.12886,260326,102273,43774,7605.84,95.56
SO - 0001746,2015-08-25,Wholesale,USD,GUT930,6,2485.7,14914.2,1267.707,Zoovu Corp,Product 25,Aurora (Township),Kane County,IL,Illinois,Township,41.76887,-88.31893,148308,44798,49797,13646.493,91.5
SO - 0005189,2015-08-25,Wholesale,USD,AXW291,8,180.9,1447.2,124.821,Flipbug Ltd,Product 1,Poinciana,Polk County/Osceola County,FL,Florida,CDP,28.11873,-81.47923,56678,17275,39839,1322.379,91.38
SO - 0005879,2015-08-25,Wholesale,USD,FLR025,6,227.8,1366.8,109.344,Blogspan Ltd,Product 1,Denver,Denver County,CO,Colorado,City,39.73915,-104.9847,682545,275795,53637,1257.456,92.0
SO - 0005934,2015-08-25,Distributor,USD,AXW291,10,3865.9,38659.0,1585.019,Eayo Company,Product 26,Hialeah,Miami-Dade County,FL,Florida,City,25.8576,-80.27811,237069,69219,29249,37073.981,95.9
SO - 0010246,2015-08-25,Distributor,USD,AXW291,6,3169.1,19014.6,2440.207,Jabbercube Corp,Product 21,Nashua,Hillsborough County,NH,New Hampshire,City,42.76537,-71.46757,87970,34619,67246,16574.393,87.17
SO - 0007664,2015-08-25,Wholesale,USD,NXH382,9,904.5,8140.5,361.8,Mydo Corp,Product 6,Piscataway,Middlesex County,NJ,New Jersey,Township,40.54564,-74.46082,58069,16609,88494,7778.7,95.56
SO - 0009669,2015-08-25,Wholesale,USD,NXH382,10,1286.4,12864.0,514.56,WOCKHARDT Group,Product 6,Olympia,Thurston County,WA,Washington,City,47.03787,-122.9007,50302,20870,53617,12349.44,96.0
SO - 0002377,2015-08-25,Export,USD,AXW291,9,844.2,7597.8,455.868,Skinder Group,Product 1,Anaheim,Orange County,CA,California,City,33.83529,-117.9145,350742,99670,60752,7141.932,94.0
SO - 0003159,2015-08-25,Distributor,USD,FLR025,11,3363.4,36997.4,2657.086,Wordpedia Ltd,Product 26,Waldorf,Charles County,MD,Maryland,CDP,38.62456,-76.93914,71358,25438,84848,34340.314,92.82
SO - 0004001,2015-08-25,Distributor,USD,FLR025,6,3919.5,23517.0,1802.97,Camido Company,Product 17,Cicero,Cook County,IL,Illinois,Town,41.84559,-87.75394,83886,21721,41866,21714.03,92.33
SO - 0005987,2015-08-25,Export,USD,FLR025,9,1969.8,17728.2,1398.558,Safecor Corp,Product 13,Lexington-Fayette,Fayette County,KY,Kentucky,Urban County ,38.0498,-84.45855,314488,125752,49778,16329.642,92.11
SO - 0006265,2015-08-25,Wholesale,USD,AXW291,10,1105.5,11055.0,674.355,Internatio Company,Product 15,Plymouth,Plymouth County,MA,Massachusetts,Town,41.89806,-70.62417,58890,21945,76835,10380.645,93.9
SO - 0010277,2015-08-25,Wholesale,USD,NXH382,10,1025.1,10251.0,645.813,Centizu Company,Product 27,Colorado Springs,El Paso County,CO,Colorado,City,38.83388,-104.82136,456568,174441,54527,9605.187,93.7
SO - 0007575,2015-08-25,Wholesale,USD,GUT930,12,2579.5,30954.0,1212.365,Remedy Ltd,Product 6,Auburn,King County/Pierce County,WA,Washington,City,47.30377,-122.21,77006,27280,59347,29741.635,96.08
SO - 0009588,2015-08-25,Wholesale,USD,AXW291,6,1105.5,6633.0,519.585,Tambee Company,Product 17,Jersey City,Hudson County,NJ,New Jersey,City,40.72816,-74.07764,264290,99058,59537,6113.415,92.17
SO - 0005914,2015-08-25,Export,USD,AXW291,10,1212.7,12127.0,1006.541,Tagfeed Ltd,Product 25,Brandon,Hillsborough County,FL,Florida,CDP,27.9378,-82.28592,106604,40453,56464,11120.459,91.7
SO - 0008629,2015-08-25,Distributor,USD,GUT930,5,2358.4,11792.0,990.528,Sanum-Kehl Group,Product 1,Manhattan,New York County,NY,New York,Borough,40.72833,-73.99417,1644518,738644,47030,10801.472,91.6
SO - 0007858,2015-08-25,Distributor,USD,NXH382,8,1172.5,9380.0,867.65,Gigabox Group,Product 25,Vineland,Cumberland County,NJ,New Jersey,City,39.48623,-75.02573,60818,20825,49453,8512.35,90.75
SO - 0002225,2015-08-25,Wholesale,USD,NXH382,7,1869.3,13085.1,1084.194,Cantrell Company,Product 18,Greece,Monroe County,NY,New York,Town,43.25035,-77.70052,96796,39934,55061,12000.906,91.71
SO - 000383,2015-08-25,Distributor,USD,AXW291,12,167.5,2010.0,70.35,Colgate-Pa Group,Product 4,Yuba City,Sutter County,CA,California,City,39.14045,-121.61691,66941,21859,50649,1939.65,96.5
SO - 0002708,2015-08-25,Export,USD,AXW291,8,261.3,2090.4,143.715,Jayo Company,Product 3,Lansing,Clinton County/Ingham County/Eaton County,MI,Michigan,City,42.71434,-84.55928,115056,48414,35563,1946.685,93.12
SO - 0003055,2015-08-25,Wholesale,USD,AXW291,8,2499.1,19992.8,1949.298,Flipbug Ltd,Product 7,Spokane,Spokane County,WA,Washington,City,47.65878,-117.42605,213272,87623,42386,18043.502,90.25
SO - 0006425,2015-08-25,Wholesale,USD,AXW291,6,3819.0,22914.0,1909.5,Dazzlesphe Corp,Product 26,Atlanta,DeKalb County/Fulton County,GA,Georgia,City,33.76291,-84.42267,463878,185820,47527,21004.5,91.67
SO - 0008713,2015-08-25,Distributor,USD,AXW291,7,1058.6,7410.2,899.81,Natures Group,Product 14,Commerce City,Adams County,CO,Colorado,City,39.80832,-104.93387,53696,14704,66053,6510.39,87.86
SO - 000599,2015-08-25,Export,USD,AXW291,7,2405.3,16837.1,1731.816,Topiczoom Corp,Product 2,Aurora,Adams County/Douglas County/Arapahoe County,CO,Colorado,City,39.688,-104.68974,359407,124031,53011,15105.284,89.71
SO - 0001418,2015-08-25,Export,USD,FLR025,6,5942.9,35657.4,4576.033,Tambee Company,Product 5,Costa Mesa,Orange County,CA,California,City,33.64113,-117.91867,113204,40908,66459,31081.367,87.17
SO - 0001870,2015-08-25,Distributor,USD,AXW291,5,5226.0,26130.0,3396.9,Johnson Ltd,Product 25,Auburn,Lee County,AL,Alabama,City,32.60986,-85.48078,62059,21767,38342,22733.1,87.0
SO - 0004434,2015-08-25,Wholesale,USD,AXW291,5,167.5,837.5,77.05,Devpoint Group,Product 2,Birmingham,Shelby County/Jefferson County,AL,Alabama,City,33.52744,-86.79905,212461,89972,31061,760.45,90.8
SO - 0004792,2015-08-25,Wholesale,USD,AXW291,6,167.5,1005.0,83.75,Skinder Group,Product 1,Avondale,Maricopa County,AZ,Arizona,City,33.4356,-112.3496,80684,23516,55100,921.25,91.67
SO - 0006519,2015-08-25,Wholesale,USD,AXW291,8,1031.8,8254.4,546.854,Pacific Ltd,Product 26,Germantown,Montgomery County,MD,Maryland,CDP,39.17316,-77.27165,88717,31359,84615,7707.546,93.38
SO - 0007839,2015-08-25,Wholesale,USD,GUT930,12,3959.7,47516.4,1702.671,Thoughtmix Ltd,Product 21,El Cajon,San Diego County,CA,California,City,32.79477,-116.96253,103679,32564,45925,45813.729,96.42
SO - 0010034,2015-08-25,Wholesale,USD,GUT930,6,884.4,5306.4,619.08,Oozz Group,Product 3,Woodland,Yolo County,CA,California,City,38.67852,-121.7733,58567,19547,55893,4687.32,88.33
SO - 0010314,2015-08-25,Wholesale,USD,FLR025,7,1051.9,7363.3,841.52,Cantrell Company,Product 20,Coconut Creek,Broward County,FL,Florida,City,26.25175,-80.17894,59302,22113,52800,6521.78,88.57
SO - 0001230,2015-08-25,Distributor,USD,AXW291,10,1072.0,10720.0,460.96,Realpoint Corp,Product 16,Deerfield Beach,Broward County,FL,Florida,City,26.31841,-80.09977,79768,31915,40626,10259.04,95.7
SO - 0001629,2015-08-25,Distributor,USD,NXH382,8,2787.2,22297.6,1254.24,Epic Group,Product 13,Lansing,Clinton County/Ingham County/Eaton County,MI,Michigan,City,42.71434,-84.55928,115056,48414,35563,21043.36,94.38
SO - 0002810,2015-08-25,Export,USD,GUT930,5,891.1,4455.5,614.859,Fivebridge Ltd,Product 5,Tuscaloosa,Tuscaloosa County,AL,Alabama,City,33.20984,-87.56917,98332,32468,39351,3840.641,86.2
SO - 0005338,2015-08-25,Distributor,USD,AXW291,5,3825.7,19128.5,2257.163,Trunyx Ltd,Product 18,Plano,Collin County/Denton County,TX,Texas,City,33.05077,-96.74794,283558,103937,83793,16871.337,88.2
SO - 0005164,2015-08-26,Export,USD,GUT930,5,5098.7,25493.5,3365.142,Flipbug Ltd,Product 5,Cleveland,Cuyahoga County,OH,Ohio,City,41.4995,-81.69541,388072,167100,26150,22128.358,86.8
SO - 0002960,2015-08-26,Export,USD,GUT930,5,1232.8,6164.0,653.384,Thoughtmix Ltd,Product 26,Elgin,Cook County/Kane County,IL,Illinois,City,42.03964,-88.32171,112111,35075,60499,5510.616,89.4
SO - 0002100,2015-08-26,Wholesale,USD,GUT930,10,2271.3,22713.0,1703.475,Mylan Corp,Product 14,San Jose,Santa Clara County,CA,California,City,37.33939,-121.89496,1026908,314297,84647,21009.525,92.5
SO - 0001604,2015-08-26,Export,USD,AXW291,6,5815.6,34893.6,3082.268,The Ltd,Product 25,Pflugerville,Williamson County/Travis County,TX,Texas,City,30.455,-97.60847,57122,18606,76459,31811.332,91.17
SO - 0009260,2015-08-26,Distributor,USD,AXW291,9,1092.1,9828.9,709.865,Pfizer Corp,Product 13,Lenexa,Johnson County,KS,Kansas,City,38.95362,-94.73357,52490,20006,75954,9119.035,92.78
